Wiesław władyka;korpusGazeta/doc1802
cholera;korpusGazeta/doc1802
Tomasz lis;korpusGazeta/doc1802
Wiesław władyka;korpusGazeta/doc1802
Ewangelia_świętego_Jana ordyński;korpusGazeta/doc1802
lis;korpusGazeta/doc1802
Wiesław;korpusGazeta/doc1802
Tomasz lis;korpusGazeta/doc1802
lis;korpusGazeta/doc1802
Franciszek;korpusGazeta/doc1802
lis;korpusGazeta/doc1802
Palikot;korpusGazeta/doc1802
cholera;korpusGazeta/doc1802
żakowski;korpusGazeta/doc1802
Jacek żakowski;korpusGazeta/doc1802
Gowin;korpusGazeta/doc1802
żakowski;korpusGazeta/doc1802
Magda Stefańska;korpusGazeta/doc1938
Stefańska;korpusGazeta/doc1938
mężczyzna;korpusGazeta/doc1938
Stefańska;korpusGazeta/doc1938
Stefańska;korpusGazeta/doc1938
Suczki;korpusGazeta/doc1938
Stefańska;korpusGazeta/doc1938
Stefańska;korpusGazeta/doc1938
pyś;korpusGazeta/doc1938
Stefańska;korpusGazeta/doc1938
Grażyna Wawryniuk;korpusGazeta/doc3318
Wawryniuk;korpusGazeta/doc3318
Wawryniuk;korpusGazeta/doc3318
Wawryniuk;korpusGazeta/doc3318
Wawryniuk;korpusGazeta/doc3318
Arkadiusz andrzejewski;korpusGazeta/doc3318
Bartłomiej Sienkiewicz;korpusGazeta/doc3625
Tusk;korpusGazeta/doc3625
Bartłomiej Sienkiewicz;korpusGazeta/doc3625
Konrad piasecki;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Tusk;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Joachim Brudziński;korpusGazeta/doc3625
Adam Hofman;korpusGazeta/doc3625
Tusk;korpusGazeta/doc3625
Janusz Palikot;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Palikot Janusz;korpusGazeta/doc3625
Palikot_Janusz;korpusGazeta/doc3625
Jarosław Gowin;korpusGazeta/doc3625
Jarosław Gowin;korpusGazeta/doc3625
Jaroslaw_Gowin;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Sienkiewicz;korpusGazeta/doc3625
Andrzej jaworski;korpusGazeta/doc2354
jaworski;korpusGazeta/doc2354
Radosława Sikorski;korpusGazeta/doc2354
Viviane Reding;korpusGazeta/doc2354
Radosława Sikorski;korpusGazeta/doc2354
Reding;korpusGazeta/doc2354
Andrzej jaworski;korpusGazeta/doc2354
gil;korpusGazeta/doc972
Wojciech gil;korpusGazeta/doc972
Wojciech gil;korpusGazeta/doc972
gil;korpusGazeta/doc972
gil;korpusGazeta/doc972
Francisco Dominguez Brito;korpusGazeta/doc972
gil;korpusGazeta/doc972
gil;korpusGazeta/doc972
gil;korpusGazeta/doc972
Radosław Wasilewski;korpusGazeta/doc972
gilowy;korpusGazeta/doc972
marka Papała;korpusGazeta/doc2489
Edwarda M .;korpusGazeta/doc2489
Jarosław Szubert;korpusGazeta/doc2489
marka Papała;korpusGazeta/doc2489
Szubert;korpusGazeta/doc2489
Edwarda M .;korpusGazeta/doc2489
Edwarda M .;korpusGazeta/doc2489
Szubert;korpusGazeta/doc2489
Szubert;korpusGazeta/doc2489
Zbigniew Ćwiąkalski;korpusGazeta/doc2489
Edwarda M .;korpusGazeta/doc2489
Edwarda M .;korpusGazeta/doc2489
Ćwiąkalski;korpusGazeta/doc2489
Jarosław Szubert;korpusGazeta/doc2489
Edwarda M .;korpusGazeta/doc2489
Papała;korpusGazeta/doc2489
Edwarda M .;korpusGazeta/doc2489
Edward M .;korpusGazeta/doc2489
Artur Zirajewskiego;korpusGazeta/doc2489
Papała;korpusGazeta/doc2489
Zirajewski;korpusGazeta/doc2489
M .;korpusGazeta/doc2489
M .;korpusGazeta/doc2489
Zirajewski;korpusGazeta/doc2489
Papała;korpusGazeta/doc2489
Edward M .;korpusGazeta/doc2489
Papała;korpusGazeta/doc2489
Igor M .;korpusGazeta/doc2489
" patyk;korpusGazeta/doc2489
Igor Ł .;korpusGazeta/doc2489
Mariusz M .;korpusGazeta/doc2489
Robert P .;korpusGazeta/doc2489
Papała;korpusGazeta/doc2489
marek papać;korpusGazeta/doc2489
Andrzej Z . " słowikowy;korpusGazeta/doc2489
Ryszard Bogucki;korpusGazeta/doc2489
Bogucki;korpusGazeta/doc2489
" słowik;korpusGazeta/doc2489
lecha wałęsa;korpusGazeta/doc2866
Andrzej Wajda;korpusGazeta/doc2866
Wajda;korpusGazeta/doc2866
Lech wałęsać;korpusGazeta/doc2866
wałęsać;korpusGazeta/doc2866
wałęsać;korpusGazeta/doc2866
nobel;korpusGazeta/doc2866
wałęsa;korpusGazeta/doc2866
Christopher Dodd;korpusGazeta/doc2866
Barbara Mikulski;korpusGazeta/doc2866
Ryszard Schnepf;korpusGazeta/doc2866
lecha wałęsa;korpusGazeta/doc2866
Lech wałęsać;korpusGazeta/doc2866
Mikulski;korpusGazeta/doc2866
wałęsa;korpusGazeta/doc2866
Robert Więckiewicz;korpusGazeta/doc2866
wałęsa;korpusGazeta/doc2866
oscar;korpusGazeta/doc2866
Andrzej Wajda;korpusGazeta/doc2866
Tadeusz wrona;korpusGazeta/doc4339
Piotr lipiec;korpusGazeta/doc4339
lipiec;korpusGazeta/doc4339
lipiec;korpusGazeta/doc4339
wrony;korpusGazeta/doc4339
Bronisław Komorowski;korpusGazeta/doc4339
Michaił Chodorkowskiego;korpusGazeta/doc2029
Władimir Putin;korpusGazeta/doc2029
Chodorkowskiego;korpusGazeta/doc2029
Putin;korpusGazeta/doc2029
Putin;korpusGazeta/doc2029
Putin;korpusGazeta/doc2029
Putin;korpusGazeta/doc2029
Putin;korpusGazeta/doc2029
Chodorkowskiego;korpusGazeta/doc2029
Putin;korpusGazeta/doc2029
Putin;korpusGazeta/doc2029
Putin;korpusGazeta/doc2029
Michał M .;korpusGazeta/doc1591
Michał M .;korpusGazeta/doc1591
Michał M .;korpusGazeta/doc1591
Violetta niziołek;korpusGazeta/doc1591
Michał M .;korpusGazeta/doc1591
paweł K .;korpusGazeta/doc1591
Victoria J .;korpusGazeta/doc1591
Michał M .;korpusGazeta/doc1591
Mariusz mrozek;korpusGazeta/doc3583
Katarzyna Bratkowska;korpusGazeta/doc558
boży;korpusGazeta/doc558
Przemysław nowak;korpusGazeta/doc558
Katarzyn B .;korpusGazeta/doc558
nowak;korpusGazeta/doc558
nowak;korpusGazeta/doc558
nowak;korpusGazeta/doc558
Bratkowska;korpusGazeta/doc558
Jarosław Kaczyński;korpusGazeta/doc3041
Elżbieta Bieńkowska;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
Bieńkowska;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
Bieńkowska;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
Tomasz poręba;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
" Jarosław Kaczyński;korpusGazeta/doc3041
MonikaSteczkow;korpusGazeta/doc3041
Narcis321;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
Kaczyński;korpusGazeta/doc3041
Donald Tusk;korpusGazeta/doc3041
Piotr Popa;korpusGazeta/doc3041
Popa;korpusGazeta/doc3041
Recep Erdogan;korpusGazeta/doc3737
Erdogan;korpusGazeta/doc3737
Erdogan;korpusGazeta/doc3737
Kamil S .;korpusGazeta/doc285
Kamil S .;korpusGazeta/doc285
Kamil S .;korpusGazeta/doc285
Kamil S .;korpusGazeta/doc285
Kamila S . mężczyzna;korpusGazeta/doc285
Kamil S .;korpusGazeta/doc285
nelson Mandela;korpusGazeta/doc2598
Jacob Zuma;korpusGazeta/doc2598
Mandela;korpusGazeta/doc2598
Mandela;korpusGazeta/doc2598
Mandela Makaziwe;korpusGazeta/doc2598
Mandela;korpusGazeta/doc2598
Jacob Zuma;korpusGazeta/doc2598
nelson Rolihlahla Mandela;korpusGazeta/doc2598
Zuma;korpusGazeta/doc2598
David Cameron;korpusGazeta/doc2598
nelson Mandela;korpusGazeta/doc2598
Barack Obama;korpusGazeta/doc2598
nelson Mandela;korpusGazeta/doc2598
Mandela;korpusGazeta/doc2598
Thembu;korpusGazeta/doc2598
nelson;korpusGazeta/doc2598
Mandela;korpusGazeta/doc2598
Mandela;korpusGazeta/doc2598
Oliver Tambo;korpusGazeta/doc2598
Mandela;korpusGazeta/doc2598
Frederik W . de klerk;korpusGazeta/doc2598
Mandela;korpusGazeta/doc2598
sam Mandela;korpusGazeta/doc2598
Mandela;korpusGazeta/doc2598
de klerk;korpusGazeta/doc2598
Jaser Arafat;korpusGazeta/doc2598
Frederikiem de klerk;korpusGazeta/doc2598
Icchak rabin;korpusGazeta/doc2598
Bush;korpusGazeta/doc2598
Joanna Pawlaczyk;korpusGazeta/doc3496
Pawlaczyk;korpusGazeta/doc3496
Siergiej Ławrow;korpusGazeta/doc2063
Radosław Sikorski;korpusGazeta/doc2063
Siergiej Ławrowa;korpusGazeta/doc2063
Sikorski;korpusGazeta/doc2063
Ławrowem;korpusGazeta/doc2063
Miedwiediewa;korpusGazeta/doc2063
Ławrowem;korpusGazeta/doc2063
Radosław Sikorski;korpusGazeta/doc2063
Siergiej Ławrow;korpusGazeta/doc2063
Katarzyna Pełczyńska-nałęcz;korpusGazeta/doc2063
Michaił Szwydkoj;korpusGazeta/doc2063
Sikorski;korpusGazeta/doc2063
Siergiej Ławrowem;korpusGazeta/doc2063
Sikorski;korpusGazeta/doc2063
Sikorski;korpusGazeta/doc2063
Julita K . szczątki;korpusGazeta/doc1502
Julita K .;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
Mariusz Boroń;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
krew;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
Brunon K .;;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
Julita K .;korpusGazeta/doc1502
Julita K .;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
Brunon K .;korpusGazeta/doc1502
Krystyna Pawłowicz;korpusGazeta/doc2233
Krystyna gołąbek;korpusGazeta/doc2233
Pawłowicz;korpusGazeta/doc2233
Pawłowicz;korpusGazeta/doc2233
Pawłowicz;korpusGazeta/doc2233
Pawłowicz;korpusGazeta/doc2233
Jurek Owsiak;korpusGazeta/doc1127
Abd ara-rab;korpusGazeta/doc2251
Mansur al-Hadi;korpusGazeta/doc2251
Ali Abd Allah Salaha;korpusGazeta/doc2251
Joanna mucha;korpusGazeta/doc3212
Janina Paradowska;korpusGazeta/doc3212
Andrzej Biernat;korpusGazeta/doc3212
Andrzej Biernat;korpusGazeta/doc3212
Janina Paradowska;korpusGazeta/doc3212
Joanna mucha;korpusGazeta/doc3212
Biernat;korpusGazeta/doc3212
mucha;korpusGazeta/doc3212
Łukasz lipiński;korpusGazeta/doc3212
Paradowska;korpusGazeta/doc3212
Biernat;korpusGazeta/doc3212
Biernat;korpusGazeta/doc3212
lipiński;korpusGazeta/doc3212
Biernat;korpusGazeta/doc3212
Biernat;korpusGazeta/doc3212
Schetyny;korpusGazeta/doc3212
Paradowska;korpusGazeta/doc3212
Jana paweł II;korpusGazeta/doc476
Stanisław dziwić;korpusGazeta/doc476
Jana paweł II;korpusGazeta/doc476
Jacek kowalczyk;korpusGazeta/doc284
Kazimierz Nycz;korpusGazeta/doc284
Jarosława;korpusGazeta/doc284
Barbara Kłaput;korpusGazeta/doc284
Jana paweł II;korpusGazeta/doc284
Wyszyński;korpusGazeta/doc284
Kazimierz Nycz;korpusGazeta/doc284
Anna Reichel;korpusGazeta/doc284
Izabela owczarek;korpusGazeta/doc284
Jana paweł II;korpusGazeta/doc284
Jacek kowalczyk;korpusGazeta/doc284
Szymon Chrostowski;korpusGazeta/doc284
Józef Glemp;korpusGazeta/doc284
Wojciech;korpusGazeta/doc284
lecha Szymborski;korpusGazeta/doc284
Nycz;korpusGazeta/doc284
Franciszka;korpusGazeta/doc284
Bogumiły Berdychowska;korpusGazeta/doc562
Berdychowska;korpusGazeta/doc562
Janukowycz;korpusGazeta/doc562
Bogumił Berdychowska;korpusGazeta/doc562
wiktor Janukowycza;korpusGazeta/doc562
Janukowycz;korpusGazeta/doc562
Berdychowska;korpusGazeta/doc562
Aleksander Smolary;korpusGazeta/doc562
Anna Gmiterek-Zabłocka;korpusGazeta/doc562
Barack Obama;korpusGazeta/doc965
Obama;korpusGazeta/doc965
Angela Merkel;korpusGazeta/doc965
Obama;korpusGazeta/doc965
Edward Snowden;korpusGazeta/doc965
Barack Obama;korpusGazeta/doc965
Obama;korpusGazeta/doc965
Obama;korpusGazeta/doc965
Obamy;korpusGazeta/doc965
Edwarda Snowdena;korpusGazeta/doc965
Witolda Szyfter;korpusGazeta/doc1515
Szyfter;korpusGazeta/doc1515
Szyfter;korpusGazeta/doc1515
Szyfter;korpusGazeta/doc1515
Alexander Gaggl;korpusGazeta/doc1515
Heinz Buerger;korpusGazeta/doc1515
Grzegorz paśnik;korpusGazeta/doc1304
drogi;korpusGazeta/doc1304
boży;korpusGazeta/doc2206
Jacek Ławrecki;korpusGazeta/doc2433
Ławrecki;korpusGazeta/doc2433
Jerzy Urban;korpusGazeta/doc4599
Donald Tusk;korpusGazeta/doc4599
Tusk;korpusGazeta/doc4599
Urban;korpusGazeta/doc4599
Jacek Tyszka;korpusGazeta/doc4599
Urban;korpusGazeta/doc4599
satyra;korpusGazeta/doc4599
Jacek Tyszka;korpusGazeta/doc4599
Urban;korpusGazeta/doc4599
Tusk;korpusGazeta/doc4599
Tyszka;korpusGazeta/doc4599
Lech wałęsa;korpusGazeta/doc4599
Aleksandra Kwaśniewski;korpusGazeta/doc4599
Tyszka;korpusGazeta/doc4599
Tusk;korpusGazeta/doc4599
Lech wałęsa;korpusGazeta/doc4599
Jolanta Kwaśniewska;korpusGazeta/doc4599
Grzegorz Schetynie;korpusGazeta/doc4599
Urban;korpusGazeta/doc4599
paweł Graś;korpusGazeta/doc4599
Tusk;korpusGazeta/doc4599
Tusk;korpusGazeta/doc4599
Urban;korpusGazeta/doc4599
Marta Milewska;korpusGazeta/doc1015
Marta Milewska;korpusGazeta/doc1015
Milewska;korpusGazeta/doc1015
Milewska;korpusGazeta/doc1015
Milewska;korpusGazeta/doc1015
Milewska;korpusGazeta/doc1015
Andrzej Seremet;korpusGazeta/doc2852
Seremet;korpusGazeta/doc2852
Seremet;korpusGazeta/doc2852
paweł Wojtunik;korpusGazeta/doc2852
Andrzej M .;korpusGazeta/doc2852
Janusz J .;korpusGazeta/doc2852
M .;korpusGazeta/doc2852
Siergiej Ławrow;korpusGazeta/doc3493
Radosław Sikorski;korpusGazeta/doc3493
Sikorski;korpusGazeta/doc3493
Siergiej Ławrowa;korpusGazeta/doc3493
Monika Olejnik;korpusGazeta/doc3493
Sikorski;korpusGazeta/doc3493
Monik Olejnik;korpusGazeta/doc3493
Ławrow;korpusGazeta/doc3493
Sikorski;korpusGazeta/doc3493
Komorowski;korpusGazeta/doc3493
Sikorski;korpusGazeta/doc3493
Sikorski;korpusGazeta/doc3493
Ewangelia_świętego_Jana Hartman;korpusGazeta/doc4180
paweł Goźliński;korpusGazeta/doc4180
Ewangelia_świętego_Jana Hartman;korpusGazeta/doc4180
Zygmunt Bauman;korpusGazeta/doc4180
Bauman;korpusGazeta/doc4180
Bauman;korpusGazeta/doc4180
bóg;korpusGazeta/doc4180
bóg;korpusGazeta/doc4180
bóg;korpusGazeta/doc4180
Francisa Bacon;korpusGazeta/doc4180
Owen;korpusGazeta/doc4180
